Country;ISO3 Code;Date;Price (EUR/MWhe)
Switzerland;CHE;22/4/2021;74,26
Switzerland;CHE;23/4/2021;67,46
Switzerland;CHE;24/4/2021;53,57
Switzerland;CHE;25/4/2021;40,35
Switzerland;CHE;26/4/2021;65,21
Switzerland;CHE;27/4/2021;68,94
Switzerland;CHE;28/4/2021;66,04
Switzerland;CHE;29/4/2021;68,23
Switzerland;CHE;30/4/2021;72,15
Switzerland;CHE;1/5/2021;58,9
Switzerland;CHE;2/5/2021;47,86
Switzerland;CHE;3/5/2021;60,66
Switzerland;CHE;4/5/2021;47,93
Switzerland;CHE;5/5/2021;61,14
Switzerland;CHE;6/5/2021;72,58
Switzerland;CHE;7/5/2021;69,91
Switzerland;CHE;8/5/2021;49,37
Switzerland;CHE;9/5/2021;4,17
Switzerland;CHE;10/5/2021;59,47
Switzerland;CHE;11/5/2021;70,39
Switzerland;CHE;12/5/2021;68,17
Switzerland;CHE;13/5/2021;56,41
Switzerland;CHE;14/5/2021;67,41
Switzerland;CHE;15/5/2021;61,6
Switzerland;CHE;16/5/2021;42,13
Switzerland;CHE;17/5/2021;68,18
Switzerland;CHE;18/5/2021;74,08
Switzerland;CHE;19/5/2021;74,86
Switzerland;CHE;20/5/2021;70,01
Switzerland;CHE;21/5/2021;43,95
Switzerland;CHE;22/5/2021;23,9
Switzerland;CHE;23/5/2021;26,19
Switzerland;CHE;24/5/2021;55,83
Switzerland;CHE;25/5/2021;62,77
Switzerland;CHE;26/5/2021;69,97
Switzerland;CHE;27/5/2021;75,13
Switzerland;CHE;28/5/2021;76,07
Switzerland;CHE;29/5/2021;59,79
Switzerland;CHE;30/5/2021;43,32
Switzerland;CHE;31/5/2021;69,49
Switzerland;CHE;1/6/2021;68,47
Switzerland;CHE;2/6/2021;65,73
Switzerland;CHE;3/6/2021;65,46
Switzerland;CHE;4/6/2021;71,85
Switzerland;CHE;5/6/2021;60
Switzerland;CHE;6/6/2021;53,84
Switzerland;CHE;7/6/2021;76,03
Switzerland;CHE;8/6/2021;77,04
Switzerland;CHE;9/6/2021;76,36
Switzerland;CHE;10/6/2021;77,11
Switzerland;CHE;11/6/2021;74,64
Switzerland;CHE;12/6/2021;48,51
Switzerland;CHE;13/6/2021;29,93
Switzerland;CHE;14/6/2021;75,94
Switzerland;CHE;15/6/2021;83,04
Switzerland;CHE;16/6/2021;83,06
Switzerland;CHE;17/6/2021;81,55
Switzerland;CHE;18/6/2021;82,04
Switzerland;CHE;19/6/2021;71,98
Switzerland;CHE;20/6/2021;53,72
Switzerland;CHE;21/6/2021;78,65
Switzerland;CHE;22/6/2021;81,99
Switzerland;CHE;23/6/2021;89,02
Switzerland;CHE;24/6/2021;90,18
Switzerland;CHE;25/6/2021;86,24
Switzerland;CHE;26/6/2021;75,22
Switzerland;CHE;27/6/2021;65,58
Switzerland;CHE;28/6/2021;84,82
Switzerland;CHE;29/6/2021;91,24
Switzerland;CHE;30/6/2021;89,05
Switzerland;CHE;1/7/2021;89,32
Switzerland;CHE;2/7/2021;96,44
Switzerland;CHE;3/7/2021;83,79
Switzerland;CHE;4/7/2021;81,35
Switzerland;CHE;5/7/2021;93,1
Switzerland;CHE;6/7/2021;85,5
Switzerland;CHE;7/7/2021;98,19
Switzerland;CHE;8/7/2021;95,81
Switzerland;CHE;9/7/2021;88,42
Switzerland;CHE;10/7/2021;79,09
Switzerland;CHE;11/7/2021;77,6
Switzerland;CHE;12/7/2021;91,62
Switzerland;CHE;13/7/2021;91,88
Switzerland;CHE;14/7/2021;84,58
Switzerland;CHE;15/7/2021;87,37
Switzerland;CHE;16/7/2021;84,3
Switzerland;CHE;17/7/2021;63,53
Switzerland;CHE;18/7/2021;47,04
Switzerland;CHE;19/7/2021;86,78
Switzerland;CHE;20/7/2021;91,35
Switzerland;CHE;21/7/2021;92,72
Switzerland;CHE;22/7/2021;89,25
Switzerland;CHE;23/7/2021;85,52
Switzerland;CHE;24/7/2021;74,25
Switzerland;CHE;25/7/2021;63,27
Switzerland;CHE;26/7/2021;88,11
Switzerland;CHE;27/7/2021;83,68
Switzerland;CHE;28/7/2021;75,98
Switzerland;CHE;29/7/2021;61,27
Switzerland;CHE;30/7/2021;63,87
Switzerland;CHE;31/7/2021;32,89
Switzerland;CHE;1/8/2021;60,34
Switzerland;CHE;2/8/2021;75,36
Switzerland;CHE;3/8/2021;89,65
Switzerland;CHE;4/8/2021;92,42
Switzerland;CHE;5/8/2021;86,07
Switzerland;CHE;6/8/2021;73,32
Switzerland;CHE;7/8/2021;60,36
Switzerland;CHE;8/8/2021;7,09
Switzerland;CHE;9/8/2021;70,39
Switzerland;CHE;10/8/2021;89,58
Switzerland;CHE;11/8/2021;98,77
Switzerland;CHE;12/8/2021;101,01
Switzerland;CHE;13/8/2021;92,78
Switzerland;CHE;14/8/2021;67,84
Switzerland;CHE;15/8/2021;57,22
Switzerland;CHE;16/8/2021;66,55
Switzerland;CHE;17/8/2021;64,88
Switzerland;CHE;18/8/2021;80,92
Switzerland;CHE;19/8/2021;95,22
Switzerland;CHE;20/8/2021;100,27
Switzerland;CHE;21/8/2021;87,95
Switzerland;CHE;22/8/2021;76,7
Switzerland;CHE;23/8/2021;97,17
Switzerland;CHE;24/8/2021;98,28
Switzerland;CHE;25/8/2021;90,87
Switzerland;CHE;26/8/2021;94,83
Switzerland;CHE;27/8/2021;96,29
Switzerland;CHE;28/8/2021;87,07
Switzerland;CHE;29/8/2021;86,61
Switzerland;CHE;30/8/2021;102,63
Switzerland;CHE;31/8/2021;114,03
Switzerland;CHE;1/9/2021;115,67
Switzerland;CHE;2/9/2021;118,31
Switzerland;CHE;3/9/2021;110,78
Switzerland;CHE;4/9/2021;106,14
Switzerland;CHE;5/9/2021;103,3
Switzerland;CHE;6/9/2021;125,95
Switzerland;CHE;7/9/2021;125,46
Switzerland;CHE;8/9/2021;126,18
Switzerland;CHE;9/9/2021;133,11
Switzerland;CHE;10/9/2021;138,46
Switzerland;CHE;11/9/2021;124,41
Switzerland;CHE;12/9/2021;112,59
Switzerland;CHE;13/9/2021;141,98
Switzerland;CHE;14/9/2021;149,9
Switzerland;CHE;15/9/2021;164,08
Switzerland;CHE;16/9/2021;171,24
Switzerland;CHE;17/9/2021;162,62
Switzerland;CHE;18/9/2021;142,87
Switzerland;CHE;19/9/2021;121,03
Switzerland;CHE;20/9/2021;152,43
Switzerland;CHE;21/9/2021;152,56
Switzerland;CHE;22/9/2021;148,82
Switzerland;CHE;23/9/2021;135,94
Switzerland;CHE;24/9/2021;143,59
Switzerland;CHE;25/9/2021;144,27
Switzerland;CHE;26/9/2021;128,48
Switzerland;CHE;27/9/2021;150,73
Switzerland;CHE;28/9/2021;166,15
Switzerland;CHE;29/9/2021;161,97
Switzerland;CHE;30/9/2021;167,36
Switzerland;CHE;1/10/2021;171,13
Switzerland;CHE;2/10/2021;139,51
Switzerland;CHE;3/10/2021;112,03
Switzerland;CHE;4/10/2021;167,43
Switzerland;CHE;5/10/2021;160,53
Switzerland;CHE;6/10/2021;197,64
Switzerland;CHE;7/10/2021;289,11
Switzerland;CHE;8/10/2021;207,9
Switzerland;CHE;9/10/2021;174,26
Switzerland;CHE;10/10/2021;154,7
Switzerland;CHE;11/10/2021;197,17
Switzerland;CHE;12/10/2021;207,87
Switzerland;CHE;13/10/2021;204,73
Switzerland;CHE;14/10/2021;204,94
Switzerland;CHE;15/10/2021;212,09
Switzerland;CHE;16/10/2021;187,41
Switzerland;CHE;17/10/2021;174,12
Switzerland;CHE;18/10/2021;221,82
Switzerland;CHE;19/10/2021;226,33
Switzerland;CHE;20/10/2021;223,31
Switzerland;CHE;21/10/2021;220,77
Switzerland;CHE;22/10/2021;228,82
Switzerland;CHE;23/10/2021;216,46
Switzerland;CHE;24/10/2021;184,51
Switzerland;CHE;25/10/2021;223,69
Switzerland;CHE;26/10/2021;228,32
Switzerland;CHE;27/10/2021;228,11
Switzerland;CHE;28/10/2021;218,21
Switzerland;CHE;29/10/2021;207,27
Switzerland;CHE;30/10/2021;188,63
Switzerland;CHE;31/10/2021;169,19
Switzerland;CHE;1/11/2021;176,91
Switzerland;CHE;2/11/2021;202,92
Switzerland;CHE;3/11/2021;210,18
Switzerland;CHE;4/11/2021;194,07
Switzerland;CHE;5/11/2021;200,23
Switzerland;CHE;6/11/2021;185,73
Switzerland;CHE;7/11/2021;173,62
Switzerland;CHE;8/11/2021;207,64
Switzerland;CHE;9/11/2021;214,16
Switzerland;CHE;10/11/2021;215,61
Switzerland;CHE;11/11/2021;191,58
Switzerland;CHE;12/11/2021;192,55
Switzerland;CHE;13/11/2021;191,96
Switzerland;CHE;14/11/2021;178,89
Switzerland;CHE;15/11/2021;218,15
Switzerland;CHE;16/11/2021;232,11
Switzerland;CHE;17/11/2021;237,24
Switzerland;CHE;18/11/2021;252,11
Switzerland;CHE;19/11/2021;242,16
Switzerland;CHE;20/11/2021;230,02
Switzerland;CHE;21/11/2021;216,11
Switzerland;CHE;22/11/2021;253,83
Switzerland;CHE;23/11/2021;274,39
Switzerland;CHE;24/11/2021;309,39
Switzerland;CHE;25/11/2021;297,44
Switzerland;CHE;26/11/2021;276,04
Switzerland;CHE;27/11/2021;234,61
Switzerland;CHE;28/11/2021;219,4
Switzerland;CHE;29/11/2021;302,14
Switzerland;CHE;30/11/2021;278,44
Switzerland;CHE;1/12/2021;268
Switzerland;CHE;2/12/2021;298,09
Switzerland;CHE;3/12/2021;298,24
Switzerland;CHE;4/12/2021;236,7
Switzerland;CHE;5/12/2021;218,5
Switzerland;CHE;6/12/2021;295,07
Switzerland;CHE;7/12/2021;265,34
Switzerland;CHE;8/12/2021;246,99
Switzerland;CHE;9/12/2021;283,54
Switzerland;CHE;10/12/2021;270,44
Switzerland;CHE;11/12/2021;245,68
Switzerland;CHE;12/12/2021;243,26
Switzerland;CHE;13/12/2021;286,48
Switzerland;CHE;14/12/2021;327,79
Switzerland;CHE;15/12/2021;329,15
Switzerland;CHE;16/12/2021;367,93
Switzerland;CHE;17/12/2021;359,8
Switzerland;CHE;18/12/2021;306,52
Switzerland;CHE;19/12/2021;343,47
Switzerland;CHE;20/12/2021;397,61
Switzerland;CHE;21/12/2021;419,92
Switzerland;CHE;22/12/2021;435,47
Switzerland;CHE;23/12/2021;402,76
Switzerland;CHE;24/12/2021;357,55
Switzerland;CHE;25/12/2021;209,99
Switzerland;CHE;26/12/2021;191,83
Switzerland;CHE;27/12/2021;198,91
Switzerland;CHE;28/12/2021;184,44
Switzerland;CHE;29/12/2021;164,56
Switzerland;CHE;30/12/2021;145,16
Switzerland;CHE;31/12/2021;147,28
Switzerland;CHE;1/1/2022;90,97
Switzerland;CHE;2/1/2022;71,6
Switzerland;CHE;3/1/2022;158,42
Switzerland;CHE;4/1/2022;171,4
Switzerland;CHE;5/1/2022;180,46
Switzerland;CHE;6/1/2022;220,84
Switzerland;CHE;7/1/2022;228,24
Switzerland;CHE;8/1/2022;221,64
Switzerland;CHE;9/1/2022;210,75
Switzerland;CHE;10/1/2022;267,32
Switzerland;CHE;11/1/2022;259,05
Switzerland;CHE;12/1/2022;249,97
Switzerland;CHE;13/1/2022;233,59
Switzerland;CHE;14/1/2022;225,93
Switzerland;CHE;15/1/2022;229,3
Switzerland;CHE;16/1/2022;207,96
Switzerland;CHE;17/1/2022;252,36
Switzerland;CHE;18/1/2022;241,29
Switzerland;CHE;19/1/2022;228,25
Switzerland;CHE;20/1/2022;226,09
Switzerland;CHE;21/1/2022;219,17
Switzerland;CHE;22/1/2022;201,34
Switzerland;CHE;23/1/2022;198,77
Switzerland;CHE;24/1/2022;246,42
Switzerland;CHE;25/1/2022;270,93
Switzerland;CHE;26/1/2022;270,81
Switzerland;CHE;27/1/2022;273,63
Switzerland;CHE;28/1/2022;250,83
Switzerland;CHE;29/1/2022;228,13
Switzerland;CHE;30/1/2022;229,39
Switzerland;CHE;31/1/2022;238,93
Switzerland;CHE;1/2/2022;227,43
Switzerland;CHE;2/2/2022;233,59
Switzerland;CHE;3/2/2022;215,55
Switzerland;CHE;4/2/2022;211,08
Switzerland;CHE;5/2/2022;196,51
Switzerland;CHE;6/2/2022;198,84
Switzerland;CHE;7/2/2022;204,89
Switzerland;CHE;8/2/2022;213,67
Switzerland;CHE;9/2/2022;219,56
Switzerland;CHE;10/2/2022;211,87
Switzerland;CHE;11/2/2022;212,84
Switzerland;CHE;12/2/2022;194,72
Switzerland;CHE;13/2/2022;181,76
Switzerland;CHE;14/2/2022;208,16
Switzerland;CHE;15/2/2022;210,24
Switzerland;CHE;16/2/2022;200,37
Switzerland;CHE;17/2/2022;189,78
Switzerland;CHE;18/2/2022;184,43
Switzerland;CHE;19/2/2022;181,75
Switzerland;CHE;20/2/2022;182,66
Switzerland;CHE;21/2/2022;192,05
Switzerland;CHE;22/2/2022;182,46
Switzerland;CHE;23/2/2022;194,8
Switzerland;CHE;24/2/2022;214,3
Switzerland;CHE;25/2/2022;266,32
Switzerland;CHE;26/2/2022;247,49
Switzerland;CHE;27/2/2022;207,82
Switzerland;CHE;28/2/2022;258,88
Switzerland;CHE;1/3/2022;286,63
Switzerland;CHE;2/3/2022;278,42
Switzerland;CHE;3/3/2022;329,65
Switzerland;CHE;4/3/2022;388,78
Switzerland;CHE;5/3/2022;362,58
Switzerland;CHE;6/3/2022;362,67
Switzerland;CHE;7/3/2022;429,16
Switzerland;CHE;8/3/2022;575,13
Switzerland;CHE;9/3/2022;533,8
Switzerland;CHE;10/3/2022;384,45
Switzerland;CHE;11/3/2022;350,26
Switzerland;CHE;12/3/2022;268,14
Switzerland;CHE;13/3/2022;282,26
Switzerland;CHE;14/3/2022;309,28
Switzerland;CHE;15/3/2022;301,9
Switzerland;CHE;16/3/2022;285,44
Switzerland;CHE;17/3/2022;267,83
Switzerland;CHE;18/3/2022;247,12
Switzerland;CHE;19/3/2022;234,4
Switzerland;CHE;20/3/2022;236,19
Switzerland;CHE;21/3/2022;249,76
Switzerland;CHE;22/3/2022;248,82
Switzerland;CHE;23/3/2022;241,85
Switzerland;CHE;24/3/2022;247,25
Switzerland;CHE;25/3/2022;265,6
Switzerland;CHE;26/3/2022;232,73
Switzerland;CHE;27/3/2022;195,93
Switzerland;CHE;28/3/2022;249,11
Switzerland;CHE;29/3/2022;255,76
Switzerland;CHE;30/3/2022;285,37
Switzerland;CHE;31/3/2022;302,58
Switzerland;CHE;1/4/2022;329,37
Switzerland;CHE;2/4/2022;311,93
Switzerland;CHE;3/4/2022;312,79
Switzerland;CHE;4/4/2022;347,39
Switzerland;CHE;5/4/2022;307,16
Switzerland;CHE;6/4/2022;269,82
Switzerland;CHE;7/4/2022;228,81
Switzerland;CHE;8/4/2022;245,71
Switzerland;CHE;9/4/2022;243,79
Switzerland;CHE;10/4/2022;197,29
Switzerland;CHE;11/4/2022;242,29
Switzerland;CHE;12/4/2022;241,69
Switzerland;CHE;13/4/2022;242,8
Switzerland;CHE;14/4/2022;228,44
Switzerland;CHE;15/4/2022;192,78
Switzerland;CHE;16/4/2022;149,32
Switzerland;CHE;17/4/2022;115,55
Switzerland;CHE;18/4/2022;125,13
Switzerland;CHE;19/4/2022;208,45
Switzerland;CHE;20/4/2022;208,86
Switzerland;CHE;21/4/2022;197,53
Switzerland;CHE;22/4/2022;190,54
Switzerland;CHE;23/4/2022;157,47
Switzerland;CHE;24/4/2022;153,03
Switzerland;CHE;25/4/2022;222,57
Switzerland;CHE;26/4/2022;243,5
Switzerland;CHE;27/4/2022;231,26
Switzerland;CHE;28/4/2022;243,68
Switzerland;CHE;29/4/2022;226,33
Switzerland;CHE;30/4/2022;200,7
Switzerland;CHE;1/5/2022;188,63
Switzerland;CHE;2/5/2022;229,09
Switzerland;CHE;3/5/2022;218,26
Switzerland;CHE;4/5/2022;228,52
Switzerland;CHE;5/5/2022;235,88
Switzerland;CHE;6/5/2022;228,49
Switzerland;CHE;7/5/2022;196,18
Switzerland;CHE;8/5/2022;174,19
Switzerland;CHE;9/5/2022;222,71
Switzerland;CHE;10/5/2022;211,13
Switzerland;CHE;11/5/2022;195,55
Switzerland;CHE;12/5/2022;205,25
Switzerland;CHE;13/5/2022;206,74
Switzerland;CHE;14/5/2022;183,06
Switzerland;CHE;15/5/2022;149,98
Switzerland;CHE;16/5/2022;202,93
Switzerland;CHE;17/5/2022;226,62
Switzerland;CHE;18/5/2022;207,42
Switzerland;CHE;19/5/2022;211,44
Switzerland;CHE;20/5/2022;205,11
Switzerland;CHE;21/5/2022;174,99
Switzerland;CHE;22/5/2022;169,33
Switzerland;CHE;23/5/2022;184,12
Switzerland;CHE;24/5/2022;180,78
Switzerland;CHE;25/5/2022;181,43
Switzerland;CHE;26/5/2022;159,01
Switzerland;CHE;27/5/2022;169,48
Switzerland;CHE;28/5/2022;155,14
Switzerland;CHE;29/5/2022;164,65
Switzerland;CHE;30/5/2022;222,64
Switzerland;CHE;31/5/2022;220,94
Switzerland;CHE;1/6/2022;214,93
Switzerland;CHE;2/6/2022;196,68
Switzerland;CHE;3/6/2022;195,43
Switzerland;CHE;4/6/2022;174,89
Switzerland;CHE;5/6/2022;170,99
Switzerland;CHE;6/6/2022;172,64
Switzerland;CHE;7/6/2022;197,87
Switzerland;CHE;8/6/2022;191,49
Switzerland;CHE;9/6/2022;187,22
Switzerland;CHE;10/6/2022;194,8
Switzerland;CHE;11/6/2022;173,54
Switzerland;CHE;12/6/2022;166,71
Switzerland;CHE;13/6/2022;205,61
Switzerland;CHE;14/6/2022;216,29
Switzerland;CHE;15/6/2022;222,87
Switzerland;CHE;16/6/2022;253,75
Switzerland;CHE;17/6/2022;312,02
Switzerland;CHE;18/6/2022;284,78
Switzerland;CHE;19/6/2022;263,74
Switzerland;CHE;20/6/2022;302,07
Switzerland;CHE;21/6/2022;333,37
Switzerland;CHE;22/6/2022;376,58
Switzerland;CHE;23/6/2022;361,53
Switzerland;CHE;24/6/2022;320,58
Switzerland;CHE;25/6/2022;285,83
Switzerland;CHE;26/6/2022;278,9
Switzerland;CHE;27/6/2022;331,81
Switzerland;CHE;28/6/2022;365,47
Switzerland;CHE;29/6/2022;345,87
Switzerland;CHE;30/6/2022;357,36
Switzerland;CHE;1/7/2022;345,02
Switzerland;CHE;2/7/2022;293,33
Switzerland;CHE;3/7/2022;230,28
Switzerland;CHE;4/7/2022;349,44
Switzerland;CHE;5/7/2022;371,55
Switzerland;CHE;6/7/2022;374,64
Switzerland;CHE;7/7/2022;362,17
Switzerland;CHE;8/7/2022;396,76
Switzerland;CHE;9/7/2022;381,3
Switzerland;CHE;10/7/2022;313,63
Switzerland;CHE;11/7/2022;402,23
Switzerland;CHE;12/7/2022;415,47
Switzerland;CHE;13/7/2022;415,1
Switzerland;CHE;14/7/2022;385,8
Switzerland;CHE;15/7/2022;397,18
Switzerland;CHE;16/7/2022;338,99
Switzerland;CHE;17/7/2022;247,14
Switzerland;CHE;18/7/2022;423,24
Switzerland;CHE;19/7/2022;428,09
Switzerland;CHE;20/7/2022;442,08
Switzerland;CHE;21/7/2022;432,99
Switzerland;CHE;22/7/2022;415,06
Switzerland;CHE;23/7/2022;344,93
Switzerland;CHE;24/7/2022;323,08
Switzerland;CHE;25/7/2022;398,85
Switzerland;CHE;26/7/2022;439,78
Switzerland;CHE;27/7/2022;470,73
Switzerland;CHE;28/7/2022;519,65
Switzerland;CHE;29/7/2022;482,41
Switzerland;CHE;30/7/2022;395,14
Switzerland;CHE;31/7/2022;345,25
Switzerland;CHE;1/8/2022;452,79
Switzerland;CHE;2/8/2022;448,03
Switzerland;CHE;3/8/2022;457,19
Switzerland;CHE;4/8/2022;442,04
Switzerland;CHE;5/8/2022;409,09
Switzerland;CHE;6/8/2022;299,31
Switzerland;CHE;7/8/2022;253,48
Switzerland;CHE;8/8/2022;350,61
Switzerland;CHE;9/8/2022;361,01
Switzerland;CHE;10/8/2022;341,99
Switzerland;CHE;11/8/2022;357,13
Switzerland;CHE;12/8/2022;417,63
Switzerland;CHE;13/8/2022;393,58
Switzerland;CHE;14/8/2022;349,5
Switzerland;CHE;15/8/2022;419,23
Switzerland;CHE;16/8/2022;501,17
Switzerland;CHE;17/8/2022;545,05
Switzerland;CHE;18/8/2022;555,58
Switzerland;CHE;19/8/2022;527,15
Switzerland;CHE;20/8/2022;462,5
Switzerland;CHE;21/8/2022;410,29
Switzerland;CHE;22/8/2022;567,68
Switzerland;CHE;23/8/2022;623,35
Switzerland;CHE;24/8/2022;625,45
Switzerland;CHE;25/8/2022;628,07
Switzerland;CHE;26/8/2022;689,86
Switzerland;CHE;27/8/2022;569,59
Switzerland;CHE;28/8/2022;580,57
Switzerland;CHE;29/8/2022;690,94
Switzerland;CHE;30/8/2022;723,29
Switzerland;CHE;31/8/2022;679,09
Switzerland;CHE;1/9/2022;621,04
Switzerland;CHE;2/9/2022;527,63
Switzerland;CHE;3/9/2022;424,19
Switzerland;CHE;4/9/2022;354,18
Switzerland;CHE;5/9/2022;491,8
Switzerland;CHE;6/9/2022;551,16
Switzerland;CHE;7/9/2022;490,83
Switzerland;CHE;8/9/2022;416,45
Switzerland;CHE;9/9/2022;373,29
Switzerland;CHE;10/9/2022;372,29
Switzerland;CHE;11/9/2022;366,95
Switzerland;CHE;12/9/2022;424,44
Switzerland;CHE;13/9/2022;422,54
Switzerland;CHE;14/9/2022;451,56
Switzerland;CHE;15/9/2022;453,77
Switzerland;CHE;16/9/2022;415,1
Switzerland;CHE;17/9/2022;288,4
Switzerland;CHE;18/9/2022;232,39
Switzerland;CHE;19/9/2022;320,42
Switzerland;CHE;20/9/2022;390,27
Switzerland;CHE;21/9/2022;388,86
Switzerland;CHE;22/9/2022;403,82
Switzerland;CHE;23/9/2022;383,29
Switzerland;CHE;24/9/2022;361,94
Switzerland;CHE;25/9/2022;298,56
Switzerland;CHE;26/9/2022;333,64
Switzerland;CHE;27/9/2022;340,92
Switzerland;CHE;28/9/2022;423,81
Switzerland;CHE;29/9/2022;432,18
Switzerland;CHE;30/9/2022;358
Switzerland;CHE;1/10/2022;246,6
Switzerland;CHE;2/10/2022;211,03
Switzerland;CHE;3/10/2022;291,49
Switzerland;CHE;4/10/2022;291,9
Switzerland;CHE;5/10/2022;216,41
Switzerland;CHE;6/10/2022;239,11
Switzerland;CHE;7/10/2022;267,15
Switzerland;CHE;8/10/2022;238,7
Switzerland;CHE;9/10/2022;169,48
Switzerland;CHE;10/10/2022;226,91
Switzerland;CHE;11/10/2022;256,9
Switzerland;CHE;12/10/2022;278,74
Switzerland;CHE;13/10/2022;255,31
Switzerland;CHE;14/10/2022;254,2
Switzerland;CHE;15/10/2022;163,67
Switzerland;CHE;16/10/2022;123,58
Switzerland;CHE;17/10/2022;184,98
Switzerland;CHE;18/10/2022;194,06
Switzerland;CHE;19/10/2022;163,31
Switzerland;CHE;20/10/2022;151,5
Switzerland;CHE;21/10/2022;168,97
Switzerland;CHE;22/10/2022;133,98
Switzerland;CHE;23/10/2022;92,84
Switzerland;CHE;24/10/2022;92,49
Switzerland;CHE;25/10/2022;104,71
Switzerland;CHE;26/10/2022;123,03
Switzerland;CHE;27/10/2022;115,68
Switzerland;CHE;28/10/2022;109,56
Switzerland;CHE;29/10/2022;99,4
Switzerland;CHE;30/10/2022;97,72
Switzerland;CHE;31/10/2022;139,54
Switzerland;CHE;1/11/2022;135,78
Switzerland;CHE;2/11/2022;122,88
Switzerland;CHE;3/11/2022;130,74
Switzerland;CHE;4/11/2022;186,56
Switzerland;CHE;5/11/2022;143,78
Switzerland;CHE;6/11/2022;118,94
Switzerland;CHE;7/11/2022;159,59
Switzerland;CHE;8/11/2022;160,15
Switzerland;CHE;9/11/2022;179,56
Switzerland;CHE;10/11/2022;192,17
Switzerland;CHE;11/11/2022;192,78
Switzerland;CHE;12/11/2022;184,51
Switzerland;CHE;13/11/2022;169,97
Switzerland;CHE;14/11/2022;207,34
Switzerland;CHE;15/11/2022;225,66
Switzerland;CHE;16/11/2022;249,77
Switzerland;CHE;17/11/2022;248,48
Switzerland;CHE;18/11/2022;245,37
Switzerland;CHE;19/11/2022;237,79
Switzerland;CHE;20/11/2022;211,19
Switzerland;CHE;21/11/2022;262,11
Switzerland;CHE;22/11/2022;255,16
Switzerland;CHE;23/11/2022;243,99
Switzerland;CHE;24/11/2022;277,79
Switzerland;CHE;25/11/2022;299,53
Switzerland;CHE;26/11/2022;248,16
Switzerland;CHE;27/11/2022;214,04
Switzerland;CHE;28/11/2022;310,36
Switzerland;CHE;29/11/2022;372,62
Switzerland;CHE;30/11/2022;393,43
Switzerland;CHE;1/12/2022;399,98
Switzerland;CHE;2/12/2022;395,01
Switzerland;CHE;3/12/2022;313,41
Switzerland;CHE;4/12/2022;306,75
Switzerland;CHE;5/12/2022;383,37
Switzerland;CHE;6/12/2022;407,36
Switzerland;CHE;7/12/2022;406,59
Switzerland;CHE;8/12/2022;401,2
Switzerland;CHE;9/12/2022;420,1
Switzerland;CHE;10/12/2022;371,6
Switzerland;CHE;11/12/2022;362,16
Switzerland;CHE;12/12/2022;451,76
Switzerland;CHE;13/12/2022;428,83
Switzerland;CHE;14/12/2022;439,98
Switzerland;CHE;15/12/2022;417,13
Switzerland;CHE;16/12/2022;425,14
Switzerland;CHE;17/12/2022;299,17
Switzerland;CHE;18/12/2022;265,02
Switzerland;CHE;19/12/2022;277,42
Switzerland;CHE;20/12/2022;258,21
Switzerland;CHE;21/12/2022;247,89
Switzerland;CHE;22/12/2022;220,39
Switzerland;CHE;23/12/2022;196,53
Switzerland;CHE;24/12/2022;142,44
Switzerland;CHE;25/12/2022;90,29
Switzerland;CHE;26/12/2022;64,05
Switzerland;CHE;27/12/2022;126,27
Switzerland;CHE;28/12/2022;75,52
Switzerland;CHE;29/12/2022;44,53
Switzerland;CHE;30/12/2022;25,21
Switzerland;CHE;31/12/2022;7,04
Switzerland;CHE;1/1/2023;8,25
Switzerland;CHE;2/1/2023;108,25
Switzerland;CHE;3/1/2023;154,1
Switzerland;CHE;4/1/2023;136,78
Switzerland;CHE;5/1/2023;140,7
Switzerland;CHE;6/1/2023;132,86
Switzerland;CHE;7/1/2023;147,12
Switzerland;CHE;8/1/2023;131,16
Switzerland;CHE;9/1/2023;144,56
Switzerland;CHE;10/1/2023;162,89
Switzerland;CHE;11/1/2023;174,85
Switzerland;CHE;12/1/2023;173,17
Switzerland;CHE;13/1/2023;169,19
Switzerland;CHE;14/1/2023;161,11
Switzerland;CHE;15/1/2023;153,55
Switzerland;CHE;16/1/2023;156,53
Switzerland;CHE;17/1/2023;174,59
Switzerland;CHE;18/1/2023;168,29
Switzerland;CHE;19/1/2023;171,19
Switzerland;CHE;20/1/2023;186,76
Switzerland;CHE;21/1/2023;160,38
Switzerland;CHE;22/1/2023;173,41
Switzerland;CHE;23/1/2023;208,93
Switzerland;CHE;24/1/2023;204,73
Switzerland;CHE;25/1/2023;185,52
Switzerland;CHE;26/1/2023;175,6
Switzerland;CHE;27/1/2023;176,15
Switzerland;CHE;28/1/2023;156,65
Switzerland;CHE;29/1/2023;151,82
Switzerland;CHE;30/1/2023;163,62
Switzerland;CHE;31/1/2023;168,51
Switzerland;CHE;1/2/2023;161,65
Switzerland;CHE;2/2/2023;163,3
Switzerland;CHE;3/2/2023;162,01
Switzerland;CHE;4/2/2023;150,07
Switzerland;CHE;5/2/2023;138,38
Switzerland;CHE;6/2/2023;177,46
Switzerland;CHE;7/2/2023;177,53
Switzerland;CHE;8/2/2023;171,77
Switzerland;CHE;9/2/2023;162,73
Switzerland;CHE;10/2/2023;161,57
Switzerland;CHE;11/2/2023;154,82
Switzerland;CHE;12/2/2023;145,28
Switzerland;CHE;13/2/2023;164,09
Switzerland;CHE;14/2/2023;162,07
Switzerland;CHE;15/2/2023;156,34
